@id,@lon,@lat,name,phone,emergency,website,addr:street,addr:postcode
309894643,21.4315704,41.9953933,????????????????,,,https://www.pelisterhotel.com.mk/,?????????????? ????????????????????,1000
367656617,21.4190018,41.9922233,,,,,,
367656619,21.4188135,41.9922405,,,,,,
367656621,21.4188602,41.9925227,,,,,,
367656623,21.4192836,41.9924840,,,,,,
367656625,21.4192600,41.9923419,,,,,,
411006922,21.4140669,41.9947432,??????????????????,,,,,
418875414,21.4205376,42.0015138,,,,,,
444930912,21.4229703,41.9989335,,,,,,
459668914,21.4342799,41.9943261,?????? ????????,+389 2 3121109,,http://www.restorangino.mk/,,
459669063,21.4350117,41.9952456,?????????? ???? ??????????,,,,?????? 13 ??????????????,1000
796178301,21.4222816,42.0020559,,,,,,
908273433,21.4367576,42.0003099,????p??c??,,,,,
1138894760,21.4221365,42.0017068,,,,,,
1359271233,21.4240658,41.9952947,,,,,,
1359271237,21.4234118,41.9953699,,,,,,
1359271955,21.4234452,41.9952188,,,,,,
1360096464,21.4221676,41.9962603,,,,,,
1360096515,21.4225373,41.9973872,,,,,,
1360096525,21.4220069,41.9962498,,,,,,
1360096558,21.4227885,41.9973257,,,,,,
1360096563,21.4221801,41.9961549,,,,,,
1360096565,21.4225327,41.9972628,,,,,,
1360100782,21.4221287,41.9951717,,,,,,
1360100799,21.4182558,41.9953541,,,,,,
1360100817,21.4222794,41.9950583,,,,,,
1360100850,21.4184154,41.9954035,,,,,,
1360100879,21.4183242,41.9956069,,,,,,
1360100880,21.4222544,41.9951854,,,,,,
1371588464,21.4228854,41.9990057,,,,,,
1371588471,21.4230666,41.9989973,,,,,,
1371588475,21.4229605,41.9990612,,,,,,
1373103651,21.4203368,42.0010112,,,,,,
1373110836,21.4215330,42.0014764,,,,,,
1373110858,21.4208159,42.0012623,,,,,,
1378087148,21.4226694,41.9974288,,,,,,
1380378702,21.4159820,41.9985008,??????????,,,,,
1577162234,21.4223277,42.0020850,,,,,,
1577167286,21.4220195,41.9961443,,,,,,
1747370831,21.4181553,41.9955650,,,,,,
1747649203,21.4151525,41.9946274,??????????,,,,,
1748017584,21.4204907,41.9904847,Marana,,,,,
1751563134,21.4245254,41.9947645,Pastel Wine & Dine,+389 2 3214447,,http://pastel.mk/,?????????????? ?????????????? ????????????????,
1752178268,21.4163482,41.9922398,511,,,,,
1770866402,21.4207447,41.9987097,???????????????? ????????????????,+38970567295,,,T.C Bunjakovec prv kat lok 36,1000
1810967608,21.4286975,42.0013370,,,,,,
1860365659,21.4393206,41.9896604,,,,,,
1866027761,21.4297853,41.9890215,,,,,,
1866944537,21.4253032,41.9990664,,,,,,
1866944539,21.4252373,41.9990018,,,,,,
1866944546,21.4253723,41.9990275,,,,,,
1866944550,21.4254909,41.9991273,,,,,,
1866944551,21.4253886,41.9991252,,,,,,
1866944556,21.4256593,41.9990674,,,,,,
1866944557,21.4255137,41.9991496,,,,,,
1866944563,21.4254274,41.9991631,,,,,,
1866944574,21.4254416,41.9990953,,,,,,
1867057578,21.4241357,41.9997532,,,,,,
1867057890,21.4239225,41.9995543,,,,,,
1867057892,21.4240152,41.9998245,,,,,,
1867058167,21.4238020,41.9996257,,,,,,
1867151643,21.4382846,41.9969391,,,,,,
1867151645,21.4383675,41.9966936,,,,,,
1867151650,21.4385862,41.9967344,,,,,,
1867151651,21.4385033,41.9969799,,,,,,
1867176020,21.4304595,41.9957062,??????????,,,,,
1868812117,21.4204158,41.9987513,????????????,+38923127324,,https://destan.mk/pocetna/,???????????????? ????????????????????????,1000
1869864074,21.4273166,41.9956682,,,,,,
1869864172,21.4271741,41.9956796,,,,,,
1869864310,21.4273280,41.9957475,,,,,,
1928095824,21.4201615,42.0009111,,,,,,
1985948203,21.4165220,41.9922245,Balila,,,,,
1999321631,21.4380534,42.0010770,,,,,,
1999633538,21.4280088,41.9913688,???????????? - ??????????????,,,,,
2005843099,21.4281815,41.9964930,,,,,,
2005843109,21.4280676,41.9965143,,,,,,
2005843113,21.4281268,41.9963311,,,,,,
2005843205,21.4279895,41.9963567,,,,,,
2105387352,21.4252581,42.0001581,????????????????????,+389 2 6091844,,,???????? ??????????????,
2159535851,21.4347685,41.9953199,???????? ??????????,,,www.bellavistaskopje.mk,?????? 13 ??????????????,1000
2322886873,21.4302915,41.9952825,????????????????,,,,,
2323346377,21.4259955,42.0016166,,,,,,
2323355486,21.4271856,41.9957589,,,,,,
2334423428,21.4226709,41.9972500,,,,,,
2335358701,21.4240324,41.9954458,,,,,,
2411332043,21.4220480,42.0022033,,,,,,
